date,year,region,measures,unit,index_value
2006-11,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",127.1
2006-12,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",107.8
2006-12,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",107.8
2006-12,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9
2006-12,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",109.7
2006-12,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",110.1
2006-12,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",130.8
2006-12,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",127.3
2006-12,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",131.3
2006-12,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",127.3
2007-01,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",107.8
2007-01,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",108.2
2007-01,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9
2007-01,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",109.7
2007-01,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",110.5
2007-01,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",131
2007-01,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",127.3
2007-01,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",131.6
2007-01,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",127.7
2007-02,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",108.2
2007-02,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",108.4
2007-02,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.2
2007-02,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",110.5
2007-02,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",110.9
2007-02,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",131.9
2007-02,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",127.8
2007-02,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",132.3
2007-02,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",128
2007-03,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",108.7
2007-03,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",108.6
2007-03,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.3
2007-03,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",111.4
2007-03,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",111.5
2007-03,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",133
2007-03,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",128.3
2007-03,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",132.9
2007-03,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",128.2
2007-04,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",108.9
2007-04,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",108.9
2007-04,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.5
2007-04,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",111.9
2007-04,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",111.7
2007-04,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",133.5
2007-04,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",128.6
2007-04,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",133.2
2007-04,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",128.6
2007-05,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",109.2
2007-05,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109
2007-05,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.8
2007-05,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",112.4
2007-05,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",111.7
2007-06,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",109.2
2007-06,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.1
2007-06,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.9
2007-06,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",112.1
2007-06,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",111.5
2007-07,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",109.3
2007-07,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.4
2007-07,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.9
2007-07,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",112.3
2007-07,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",111.6
2007-08,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",109.4
2007-08,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.5
2007-08,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.7
2007-08,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",112
2007-08,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",111.5
2007-09,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",109.9
2007-09,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.7
2007-09,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.8
2007-09,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",112.2
2007-09,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",111.9
2007-10,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",109.8
2007-10,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.6
2007-10,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.7
2007-10,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",111.8
2007-10,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.1
2007-11,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",109.8
2007-11,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.6
2007-11,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.6
2007-11,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",112.2
2007-11,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.4
2007-12,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",109.6
2007-12,2007,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.7
2007-12,2007,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.6
2007-12,2007,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",112.3
2007-12,2007,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.9
2008-01,2008,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",109.8
2008-01,2008,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",110.2
2008-01,2008,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.7
2008-01,2008,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",112.7
2008-01,2008,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",113.3
2008-02,2008,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",110.2
2008-02,2008,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",110.4
2008-02,2008,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.7
2008-02,2008,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",113.1
2008-02,2008,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",113.5
2008-03,2008,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",110.4
